id,content,score,total_lex_score,label
2828,dasar aplikasi kikir semua aja harus pro,1,-1,Negatif
2829,Maksih ya untuk aplikasinya bagus banget buat orang-orang yg gak bisa ngedit di am,5,1,Positif
2830,apk kikir anj,2,-1,Negatif
2831,seru bgt kalau ngedit tapi ngelek apa karna wifi ya,5,0,Positif
2832,"sudah berkali' dwonload sama saja tidak bisa dan harus menghapus beberapa memori padahal memori Saia udh Saia hapus hingga kosong tetapi capcut sama saja tidak bisa yakali Saia harus hapus wa sama Ig,and shope? Saia juga ada barang yang lagi di antar",1,0,Negatif
2833,"mau pencet lirik otomatis malah capcutnya keluar terus, pas mau dibuka ga bisa, ini bug atau apa ya!",1,-1,Negatif
2834,aplikasi yang bagus,5,1,Positif
2835,"aplikasi ini sudah bagus. namun sering ada bug, dan semua hampir vitur pro. jadi harus bayar. kalo menurut aku sih, lebih bagus yang dulu",4,1,Positif
2836,g terinstal,2,0,Negatif
2837,ini bagus bangett,5,1,Positif
2838,bagus,5,1,Positif
2839,keren,5,1,Positif
2840,bngst gw hpus 3 apk TPI ga ke download gw hps lgi ini aplikasi anj ga guna mending am saran gw ga usah di downloadï¿½ï,1,0,Negatif
2841,kenapa saya gabisa mendowlond kalao udah selasi itu ngedowlond lagi dan gabia di donwlond hasilnya,5,0,Positif
2842,"tolong jangan ada pro, bayar, gratis i aja semua kalau tidak punya uang mending kerja jangan manfaatin kita , coba mikir sebelum berbuat , hilangin iklan nya tolongg jawab pertanyaan ini semua , masih mending Lo ya aku kasih rating 5 , kalauu nggak punya uang tuu bilanggg aja , aku jugaa nggak suka ya ada iklan judi"" , kuu tunggu balas an mu",5,-2,Positif
2843,fitur nya jangan pro nanti soalnya saya miskin,5,0,Positif
2844,mantappp,5,0,Positif
2845,harus bayar kalo mau edit,1,0,Negatif
2846,maaf ya kenapa saya kasih 2 karana banyak sekali iklan dan juga ada iklan yang isi nya virus gitu coba bisa gak hapus iklan nya saya trauma sma iklan virus ya jadi sekali lagi mohan maaf,2,-4,Negatif
2847,sangat berguna untuk mengedit video atau foto,5,0,Positif
2848,"apk nob, gass sparingga lwan alucard gweh",5,0,Positif
2849,ýýýýýýýýýýýýdong aku mau ngedonglod capcut,5,0,Positif
2850,"bagus bgt, menurut saya ini meskipun beberapa ada yang bayar tapi not bad lah",4,1,Positif
2851,woy capcut tolol saldo gw berkurang garaï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿,1,0,Negatif
2852,seru banget bisa membuat vidio cuma kalo masuk plis jangan pake email atau nomor wa saya soalnya suka lupa,5,1,Positif
2853,bagus tapi kurang karena ada iklannya,4,1,Positif
2854,sangat bagus,5,1,Positif
2855,"kenapa saya bilang mau membatalkan uji coba tidak bisa, aplikasi jelekkk",1,0,Negatif
2856,Mayan bagus,4,1,Positif
2857,"saya ingin mendownload apk ini tetapi tidak bisa ""belum cukup ruang"" padahal apk sya sudah sangat dikit.. tolong dipertimbangkan lagi untuk mb nya",1,0,Negatif
2858,kecewa,1,-1,Negatif
2859,mantap,4,1,Positif
2860,"sip, kalau ada kasih free pro",5,0,Positif
2861,baguss,5,0,Positif
2862,karena bagus aja,5,1,Positif
2863,bagus banget,5,1,Positif
2864,"banyak iklan jud00l,itu aja cukup",2,-1,Negatif
2865,saya sangat suka dengan capcut sekarang karena kalau kita maungedit simpel aja gag perlu ribet jadinya,5,1,Positif
2866,bagus2 template nya kane bgt,5,0,Positif
2867,the best pokomya buat admin tiktok klas mh.,5,0,Positif
2868,ýýýý,5,0,Positif
2869,capcut nya sangat lah bagus,5,1,Positif
2870,woi kalo bikin apilikasi ja gan sus apa lagi banyak anak anak apa lagi bayak cewek sus tolong blokkir akun cewek sus,1,0,Negatif
2871,SUMPAH.. NGEDIT JADI MAKIN SUSAH.... gegara fiturnya pro semua.. kalo kyk gini tarus capcut sepi.. dev nya bangkrut.. ini aplikasi paling kikir yg pernah gw download.... sumpah tolong kurangi fitur berbayar nya.. aswï¿½ï¿½ï¿½ï¿½,1,-2,Negatif
2872,KENAPA pas aku donwold ulang ga bisaa,3,0,Netral
2873,bagus sekali dan mau ngedit apapun bisa,5,1,Positif
2874,Kenapa tidak bisa di download ï¿½ï¿½ï¿½ï¿½,2,0,Negatif
2875,malas aplikasi suka keluar masukk ngelek jg,1,-1,Negatif
2876,top,5,0,Positif
2877,ini banyak template yang bagus bafus sih,4,1,Positif
2878,bagus walaupun ada iklan nya,5,0,Positif
2879,banyak iklan. semuanya berbayarï¿½ï,1,-2,Negatif
2880,bnyk iklan,1,-1,Negatif
2881,saya sebenarnya sangat suka aplikasi ini. tapi sangat banyak iklan dan sulit dibuka. saya harus hapus download lagi berulang2. karena tidak mau dibuka. kalau bisa tolong dong jangan susah dibuka aplikasinya.,1,-2,Negatif
2882,keren dan mermanfaat,4,1,Positif
2883,sangat bagus,5,1,Positif
2884,aplikasi ini bagus untuk mengedit,3,1,Positif
2885,mantap,2,1,Positif
2886,aplikasi terbukti Dan baik' di gunakan,5,0,Positif
2887,apknya bagus sih tapi sekarang kebanyakan yang pro,4,1,Positif
2888,pengguna baru jadi tak kasih ratting 4 aja duluï¿½ï¿½ï¿½ï¿½,4,0,Positif
2889,bagus,5,1,Positif
2890,"sering ngelag tapi bgs sih, walaupun ada sedikit kendala tpi bgs bgs ajaï¿½ï¿½ï¿½ï¿½",4,0,Positif
2891,lagi di pakai besok besok nya enga bisa mohon di perbaiki kalau sudah di perbaiki saya akan kasih bintang ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿,2,0,Negatif
2892,sangat membantu mengedit video dan kaya akan fitur2 menarik,5,1,Positif
2893,jujur bagus sih bisa buat JJ yng Kaye gitu bagus pokonya dan gak banyak iklan ya ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿,5,1,Positif
2894,"Can CapCut be used offline, such as using effects, animations, etc. Some of us have difficulty using it because of a bad internet connection :(",3,0,Netral
2895,aplikasi sangat bagus ï¿½ï,1,1,Positif
2896,lebih di jaga jaga y jelek banyak pembokep ï¿½ï¿½ï¿,1,-1,Negatif
2897,jlek jlek jelek simpen ini simpen itu smua harus bayar bnyak iklan lagi pdahal saya dari awal udah pkek apk ini udah lama tapi skarang males liat aja males busuk,1,-2,Negatif
2898,bagus,5,1,Positif
2899,enak banget,4,0,Positif
2900,menurut saya baguss,5,0,Positif
2901,mantap apk capcut tapi banyak yang premium,5,0,Positif
2902,jadi kalo mau ngedit gampang aja sih yaudah tapi banyak iklannya,3,1,Positif
2903,"sumpah bagus banget wajib di download ini buat kalian sangat membantu, terimah kasih atas aplikasi capcut, dan jangan lupa kalian kalo udah download wajib kasih bitang 5 wajib itu, karna aplikasi ini sangat bagus dan membantu",5,4,Positif
2904,bagus,5,1,Positif
2905,Apknya bagus cuma setiap mau edit ada fitur PROnya terus sering ngeleng tapi ya kalau buat edit kerja kelompok masih bisa terus setiap kali mau masuk ke capcutnya harus nungu lama gitu dan ada bugnya jadi tolong di perbaiki ya ï¿½ï,5,1,Positif
2906,nyedot gopay dan ada tagihan nya waktu itu cobain di premium in sekali malah keterusan dan tiba tiba nyedot gopay,1,-2,Negatif
2907,"bnaya berbayar,hasil tidak memuaskan!!!!",2,-1,Negatif
2908,nyata beneran,5,0,Positif
2909,the best deh capcut mah buat ngedit ngedit baik aku kasih bintang 5,5,0,Positif
2910,Udah app ini boros kuota apalagi gampang leg untuk hp kentang buat template malah bug udah kikir pula iklannya gak ngotak bgt udahlah capcut jangan kasih fitur banyak tapi gak guna malah Menuhin memori yg ada udah berat lagi,1,-1,Negatif
2911,"Tolong ya capcut kalo mao narik uang langganan dikasih informasi terlebih dahulu, agar kita bisa tau kebutuhan nya, jangan main potong saldo orang aja, dan tolong kembaliin uang langganan saya, yang tidak sengaja ditarik karna ga ada informasi terkait penarikan, terima kasih!",1,0,Negatif
2912,bagus banget kalau mau bikin jj cepet tinggal nyari jj nya yg saya suka walaupun kadang ada iklan tapi tetep bagus dan cepat,1,1,Positif
2913,aplikasi BERBAYAR !!!!!,1,-1,Negatif
2914,aplikasi ajing gak ada yang garatis,1,0,Negatif
2915,"Beberapa tombol, tidak berfungsi. banyak bugnya",1,0,Negatif
2916,Kwalitas tolong ditingkatkan agar kedepannya cap cut lebih maju dan berkwalitas,5,0,Positif
2917,uang saya dipotong langsung sedangkan sya tidak menggunakan,1,0,Negatif
2918,"entah kenapa tapi sekarang capcut itu kalo mau pake template susah banget, template nya diem nggak gerak, padahal dulu nggak ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿",2,0,Negatif
2919,bisa edit terus jadi enak,5,0,Positif
2920,sangat bagus,5,1,Positif
2921,"ayolah kenapa ini capcut makin kikir sama makin nge lag,bayangin apa apa semua berbayar",4,-3,Positif
2922,fam nya tinggi sekali trus banyak JJ atau yang lainnya harus di bayar,1,0,Negatif
2923,"ini bagus sekali bunda babak Adel Adel kakak Abang Abang,ï¿½ï¿½ï¿½ï¿½",5,1,Positif
2924,bagus,5,1,Positif
2925,jelek,1,-1,Negatif
2926,bagus,5,1,Positif
2927,yeayy,5,0,Positif
2928,jelek.,1,-1,Negatif
2929,g suka aja karna banyak iklannya dan juga harus hapus aplikasi nya,3,0,Netral
2930,bagusï¿½ï,5,1,Positif
2931,Ok juga,2,1,Positif
2932,udah banyak yg berbayar.ngebaknya parah banget pula.goodbay dah capcut,1,-1,Negatif
2933,Udah nggak kayak dulu lagi,1,0,Negatif
2934,"Why does CapCut have so many pros now, even though this application is really good if there are no videos and ads, even if you make a 3-second video, the video gallery turns black, why not just like before? because CapCut was better before than now jika sudah diperbaiki saya kasih bintang 5ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿",4,0,Positif
2935,"bagus bgt, saya suka pakai saat ngedit dance, jj, dll. Keren bgt pokok nyaaa!! ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï",5,1,Positif
2936,bagus,5,1,Positif
2937,menggunakan apk ini sangat bagus untuk membantu mengedit secara detail dan menarik,5,2,Positif
2938,bagus banget buat ngedit videy,5,1,Positif
2939,apk yg merugikan hati hati soalnya saldo dana atau metode pembayaran akan tiba tiba kepotong sendiri tanpa sepengetahuan anda jangan di download,1,0,Negatif
2940,DEVELOPER TOLONG DEVELOPER KERJA SAMANYA TOLOOONG BANGET REFUND LANGGANAN SAYA TOLONG BANGET ITU DUIT TERAKHIR SAYA MOHON BANGET DEVELOPER,1,0,Negatif
2941,"capcut sekarang banyk vidio 18+ ny mohon di hapus y, soal nya banyk banget vidio bokep di capcut",2,0,Negatif
2942,jujur saya pengguna lama lebih bagus capcut yang dulu dibanding yang sekarang banyak iklan,2,0,Negatif
2943,kenpaaa sudah menghapus semua data tetep susah di download kenpaa ribet gini sihhh,1,0,Negatif
2944,banyak vidio yang tidak pantas dilihat oleh anak berusia 18 ke bawah,1,0,Negatif
2945,"ikan udah sampai 3x aja 30detik lagi, jaman udah beda ya agak kntl tapi okeï¿½ï",1,1,Positif
2946,"hang mulu,",1,0,Negatif
2947,bagus,5,1,Positif
2948,"jangan download aplikasi ini karna terlalu banyak iklan jika iklan nya di ilangin baru enak di gunakan,mohon di hilangkan iklan nya",1,-3,Negatif
2949,baguslah,5,0,Positif
2950,mantepp,5,0,Positif
2951,bagus,5,1,Positif
2952,"bagus,udah kirimin uang 1jt ,udh aku kasih bintang 5",5,1,Positif
2953,kenapa g bisa di buka? selalu muncul notif PEMBERITAHUAN KEAMANAN VERSI SAAT INI TIDAK AMAN,1,0,Negatif
2954,dalam percobaan,4,0,Positif
2955,kembalikan capcut yang dulu min soalnya yang sekarang kebanyakan iklan yang gak jelas dan gak berfaedah,1,-1,Negatif
2956,parah ngelag abis ini tadinya lancar banget kirain dari tab saya pas buka ulasan banyak yang ngeluh ngelag edit videonya dan suka tiba-tiba keluar dari proses editing bikin kesel banget,1,0,Negatif
2957,Sukaaaa Bangetttt,5,0,Positif
2958,Tidak bisa di Download,1,0,Negatif
2959,sangat senang,5,0,Positif
2960,lebih simpel menurut gue,5,1,Positif
2961,lama kelamaan apk ini MB nya makin besar dan hampir semua fitur nya berbayar,1,-1,Negatif
2962,"lumayan bagus ,cuma kebelet naik haji ya cangcut?ï¿½ï",3,1,Positif
2963,bagus,5,1,Positif
2964,capcut sekarang eror ya?? aku pengguna lama skrng klo baru masuk liat 1 templat aja terus aku kembali ke beranda malahan ilang semuaa kaya hrus ngulang gitu baru masuk smpe lama' aku banting hp nya hiii kesel bgt jujur yaa ini tiap aku masuk apknya,1,0,Negatif
2965,aplikasi kikir cuma dowload vidio aja suruh bayar 7k dih paan coba mana cuma 7hari lagi,1,-1,Negatif
2966,kikir bgt wokï¿½ï,1,-1,Negatif
2967,KIKIR TINGKAT DEWA,5,-1,Positif
2968,ada kesalahan,1,0,Negatif
2969,sekarang tidak bisa di download lagi entah kenapa?ï¿½ï,1,0,Negatif
2970,jngn ngeleg trus hrs gratis,1,0,Negatif
2971,"jujur, menurut saya capcut itu bagus untuk edit dibandingkan alight motion (menurut saya)dan juga dulu saya pernah tiba tiba dapet fitur standar atau pro selama 1 bulan secara tiba tiba dan saya tidak kekurangan sedikitpun uang saya yang direkening jadi lumayan lah.",5,1,Positif
2972,lawak di pake kaga saldo di sedot tanpa sepengtahuan,1,0,Negatif
2973,semoga menyenangkan dan tidak prabayar,5,0,Positif
2974,agak tolol tapi gpp,1,0,Negatif
2975,ok mantap,5,2,Positif
2976,"Aku seneng bgt ngedit pake capcut karena nyaman. Tapi 1 masalahnya itu pas lg ngedit tiba tiba aja iklan, jadinya pas proses editnya terganggu. Sama kalo bikin durasi video yg panjang, malah kyk lemotï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï",3,-2,Negatif
2977,"Ni knp lh capcut? soal kikir skip dulu lh, masalah nya memuat efek cuma 30% doang behh 7 menit baru selesai, ekspor juga, ni capcut buat kaum apalh? ï¿½ï¿½ï¿",4,-1,Positif
2978,menurut saya capcut yg sekarang kurang menarik soalnya berbayar dan menggunakan iklan saya harap ada perbedaan dilain hari itu saja,1,-2,Negatif
2979,"makin lama makin jijik, fitur dikit iklan g ngotak",1,-1,Negatif
2980,bagus,5,1,Positif
2981,ini bagus banget,5,1,Positif
2982,Apli Kasi Ini Bisa Ngedit Dan Kren,5,0,Positif
2983,"Hasil export video tidak bisa ke memori penyimpanan lain, hanya bisa tersimpan ke memori penyimpanan internal",1,0,Negatif
2984,"ini saya mau download capcut kok gabisa Mulu ya, padahal memori saya belum penuh, plisss diperbaiki. tolong sama seperti biasanya tidak bisa di download pdhl memo saya gapenuh!!!",1,0,Negatif
2985,makin banyak pengguna makin kikirï¿½ï,4,-1,Positif
2986,"memiliki editan yang Sangat keren sampai bisa mencari lirik,dan request di pencarian",5,1,Positif
2987,"saya pengguna lama capcut, sekarang saya makin gak suka karena banyak iklannya, tolong lah capcut iklannya di kurangin..",5,0,Positif
2988,"sialan banget katanya uji coba gratis selama seminggu,gw baru make sehari mau di batalin malah gak bisa di sistem play store nya udah batal cuma saldo gw udah kepotong gimana nih kelanjutannya??",1,0,Negatif
2989,sangat berguna untuk tugas sekolah,5,0,Positif
2990,kenapa gak bisa pasang edit pake gif?,4,0,Positif
2991,"Kebanyakan upgrade, bentarï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï",4,0,Positif
2992,gede bngt penyimpanan nya,3,0,Netral
2993,sangat bagus,5,1,Positif
2994,mantap lah pokoknya,5,1,Positif
2995,saya sangat suka,5,0,Positif
2996,ok,5,1,Positif
2997,"kurang kurangin iklan judol sama iklan yang ga bener. mau itu berbayar atau ga itu ga penting, tapi iklan nya udah bener bener ganggu!",1,-4,Negatif
2998,bikin lag,1,-1,Negatif
2999,"banyak video 18+nya, tolong hilangkan video porno di capcut",1,0,Negatif
3000,waahh keren banget aplikasi ini,5,1,Positif
3001,Suka banget lagu dan jj nya candu udah gk usah edit tinggal ekspor terus jadi deh enakkk banget app ini kalian wajib donwlod app capcut ini sihhhhï¿½ï¿½ï¿½ï¿½ï¿½ï,5,0,Positif
3002,"fitur sedikit, dikit dikit bayar, payah ï¿½ï",1,0,Negatif
3003,mengekspor nya lama banget,2,0,Negatif
3004,menurut saya aplikasi capcut ini sangat keren dan bagus jadi kasih bintang ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï,5,2,Positif
3005,bagus untuk ngedit dan gampang digunakan,5,2,Positif
3006,ngabisin penyimpanan,1,0,Negatif
3007,sangat baguss pokoknya,5,0,Positif
3008,aplikasi cangcut editor,5,0,Positif
3009,"Haii capcut ini sudah bagus kok menurut saya dan baik tapi memang sekarang itu tidak seperti yang dulu,effect dan slowmo dan resolusi 1080p aja berbayar kalo bisa sebagian aja dari effect yang berbayar saran saya jangan semua nya pro, mungkin kalo bisa kedepan nya semoga udah gratisan ya amin",5,-1,Positif
3010,"bagus sangat membantu tugas sklh dalam mengedit,dan menyelesaikan pekerjaan dengan cepat",5,2,Positif
3011,sangat baik,5,0,Positif
3012,tolong kembalikan dana saya sebesar 83.250 karna ada kesalahan pencet saya sudah pengajuan refund tapi ga balik juga,1,0,Negatif
3013,sagat jelek,1,-1,Negatif
3014,seru dan bermanfaat,5,1,Positif
3015,"bagus sih bahkan lebih bagus dari am(menurut ku)tapi knp sekarang semuanya pro? dulu sebelum banyak yg unduh app ini semua gratis,tapi sekarang semua pro dikit dikit pro ï¿½ï",3,2,Positif
3016,sangat bagus cuma klo mau di expor aga ngeleg,5,1,Positif
3017,ap nya sering rewel,3,0,Netral
3018,sangat bagus,5,1,Positif
3019,aku bakal kasih kamu 5 bitang karena kamu kalo ngedit keren bangett tauuukkï¿½ï¿½ï¿,5,1,Positif
3020,bisa edit video,5,0,Positif
3021,selalu ngfreme knp ya,3,0,Netral
3022,vitur pro nya kebanyakan cik mending apk sebelah dari pada iniï¿½ï,1,0,Negatif
3023,adain capcut lite pls..,4,0,Positif
3024,sangat bagus,5,1,Positif
3025,bagus tapi ngelew,3,1,Positif
3026,tiktok ku jadi rame karna capcut,5,0,Positif
3027,di capcut enak ngedit nya cepet ga pake lamaaa,4,0,Positif
3028,"berbayar banget wok,kikir abis dah ini",2,-2,Negatif
3029,banyak banget yang ga bener co,1,0,Negatif
3030,APLIKASINYA BAGUS DAN SEMUA CINEMATIC ADA SEMUA DI CAP CUT,5,1,Positif
3031,cuh aplikasi berbayar semua,1,-1,Negatif
3032,bagus bgt pokoknya,5,1,Positif
3033,lama menginstal nya,1,0,Negatif
3034,bagus banger template nya,5,1,Positif
3035,Bagus,5,1,Positif
3036,bagus buat edit foto atau video jadi jjï¿½ï,4,1,Positif
3037,bagus,5,1,Positif
3038,oke.,5,1,Positif
3039,good,5,0,Positif
3040,jujur capcut lebih rekomended di banding aplikasi edit vidio lain lebih maju,5,0,Positif
3041,menurut saya bagus banyak pilihan buat ngontenï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,5,1,Positif
3042,bagus aja suma kadang kadang suka lag,4,0,Positif
3043,biasa aja,1,0,Negatif
3044,bagus tapi agak jelek tapi kadang rusak juga,5,0,Positif
3045,Sekarang sering banyak iklan nya males,1,-1,Negatif
3046,bagus bagus banget mantap untuk ngedit dan lain lain,5,3,Positif
3047,ga bisa di instal tolol banget,1,0,Negatif
3048,kebanyakan iklan dan dikit dikit bayar wkwk,1,-1,Negatif
3049,vidio n foto yg baru digaleri ad TPI mau edit TDK kebaca dicapcut,3,0,Netral
3050,apk kikir,1,-1,Negatif
3051,aplikasinya sangat bagus saya pakai tiap hari untuk mengedit foto dan saya upload pokoknya aplikasi ini the best untuk dipakai mengedit saya sarankan tolong iklannya jangan terlalu banyak,5,1,Positif
3052,sangat bagus,5,1,Positif
3053,bagus aplikasi nya,5,1,Positif
3054,seru,5,1,Positif
3055,woi capcut lu bisa ga sih gw mau edit momen kocak bedwars malah di suruh bayar kintil kauï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,1,0,Negatif
3056,"Aku gak tau kenapa ya, soalnya dulu download aplikasi ini gak ada masalah, tapi dari Minggu kemarin aku nyoba download lagi gagal terus, padahal spesifikasi, dan storage masih bisa nampung",1,0,Negatif
3057,bagus sekali ï¿½ï¿½,5,1,Positif
3058,akuu udahh jagoo edittï¿½ï,5,0,Positif
3059,saya menggunakan capcut sngat lam tpi gak enak ny bnyak sekali iiklan jud*l saya reting 2 bintang,2,0,Negatif
3060,"tolonglah jangan ada iklan apalagi iklan jud#l dan jangan kikir,mb nya banyak banget dan perasaan dulu itu semua gratis",5,-3,Positif
3061,bagus. tapi kok aku ga bisa perbesar gambar yg udah ku add ke video ya? mohon perbaikannya,4,1,Positif
3062,"skrng makin bagus TPI di beberapa hp slowmo nya ngeleg"" knp yah?",5,1,Positif
3063,bagus cuma kebanyakan pro,5,1,Positif
3064,jelek dan tidak berfungsi,1,-1,Negatif
3065,ýýýýýýýýýýýýýýýýýýýýýýýýýýýý,1,0,Negatif
3066,tidak fantazh,3,0,Netral
3067,capcut makin banyak iklan nya Sampek kesel mau ngedit aja ngelek parah banget padahal sinyal bagus,1,-2,Negatif
3068,Karena seru,5,1,Positif
3069,seru bisa ngedit,5,1,Positif
3070,mudah di gunakan untuk pemula,5,1,Positif
3071,"kak. tolong perbaiki untuk kecepatan suara. sekarang aku kalau bikin kecepatan suara dari duplicat video pasti suaranya pecah. sampai stress gmn caranya suara gak pecah. gak bisa diulang jg sama aja. mau edit video bukannya jd vagus, malah jelek jd bikin stress. toloooooong kak. kalau sudah bisa aku ganti bintangnya... ini capcutku yy tipe standar. sebelumnya gak masalah lho padahal. haloooo kak, knp blm diperbaikiiiii",1,-1,Negatif
3072,ýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýý,1,0,Negatif
3073,Bagus banget buat ngedit gfx jadi ketagihan karena udah tau semua fitur nya mantap,5,2,Positif
3074,adalah pokoknya,1,0,Negatif
3075,capcut good job,5,0,Positif
3076,kenapa sihh pas mau nyimpen layarnya jadi gelapp?!!,3,0,Netral
3077,update terus yaa sampe leg kalo mau masuk belum di update hadeh,3,0,Netral
3078,bagus untuk ngedit tapi lama,5,1,Positif
3079,sangat membantu,5,1,Positif
3080,mantap bingit pokonyaa kalo udh ku Puni gini brarti jangan makan puji yaï¿½ï¿½ï¿,4,1,Positif
3081,"aplikasi nya sudah bagus,banyak editan yg keren. tapi kenapa banyak video yg tidak pantas untuk ditonton bahkan sampe direkomendasikan. jujur saya kecewa dengan rekomendasi nya yg tak pantas",5,2,Positif
3082,"Bagus, aku suka aplikasi nya karena memudahkan ku untuk mengedit. sudah 3 tahun menggunakan apk ini dan gak ada masalah... namun, banyak fitur' nya yang pro meski tetap ada yang gratis tapi setidaknya jangan HAMPIR SEMUANYA! pro, tapi aku tetap suka dan masih gak terlalu mempermasalahkan fitur' pro itu karena aku tetap bisa ngedit (tapi setidaknya di KURANGIN LAAH KADANG ADA YANG AKU PERLUKAH VITUR NYA!!) ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½",4,1,Positif
3083,ntah lah .. banyakan yang bayar,1,0,Negatif
3084,kenapa sya kasih bintang 4 karna banyak iklan ya mohon di perbaiki ya itu saja yg lainya bagus ko,4,0,Positif
3085,saya tidak bisa mendownload apk ini padahal Masi ada penyimpanan nya,1,0,Negatif
3086,"hampir semua pake bayar,makan banyak ruang,apknya suka lag parah",2,-2,Negatif
3087,bagus bgt aplikasi nya mendukung banget bagi yg suka ngonten nih,5,1,Positif
3088,banyak yang berbayar,2,-1,Negatif
3089,"bagus sih, tpi klo lgi serius ngedit tiba' iklan jadi mlss",3,0,Netral
3090,bagus,5,1,Positif
3091,tapi kurang kan standar ya terima kasih,5,0,Positif
3092,wah makin lama makin bagus dehh,5,1,Positif
3093,bagus aplikasi ya,5,1,Positif
3094,ini bantu saya buat bikin animasi,5,0,Positif
3095,bagus,5,1,Positif
3096,bagus,5,1,Positif
3097,aplikasi nya bagus cuman minus nya gampang bikin naik darah banyak drama banyk iklan,5,1,Positif
3098,aplikasi ini sangat berguna untuk saya,5,0,Positif
3099,bajus makasih Uda bantu bikin JJ,5,0,Positif
3100,"sukaaaa bngettt sama ini, tapi banyak fitur bayarnya... tpi kemaren itu aku mencoba fitur pro/bayar tpi masih uji coba jadi gratis.. tpi ternyata aku ga kepake lgi jdi ga aku perpanjang ehh ternyata dia perpanjang sendiri tanpa bayarï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï",5,0,Positif
3101,mau pro mau biasa sama aja suka keluar2 sendiri,1,0,Negatif
3102,"udah bayar mahal,aplikasi ngelag not respond. LAPTOP GW LEGION 5 35JUTA GAMUNGKIN DONG KARNA DEVICE",1,-1,Negatif
3103,kenapa capcutnya tidak bisa buat edit,3,0,Netral
3104,ýýýý,5,0,Positif
3105,um okelah,3,0,Netral
3106,rese,1,0,Negatif
3107,"bagus sih tapi terlalu banyak pro ny, jadi agak mls ama capcut",4,1,Positif
3108,"bagus,sih tapi kuraangin iklan jud'l ya!!",5,0,Positif
3109,"bagus,aesthetic bangett",5,1,Positif
3110,"Satu kata buat capcut ""DONGO"". Optimalin lah aplikasi ini buat hp yg device-nya rendah. Ini capcut dibuat edit aja ngeleg parah. Kalo kagak diperbaiki secepat mungkin, pengguna capcut bakal berkurang.",1,-1,Negatif
3111,Bagus tapi kebanyakan iklan dan template banyak yg tdk senonoh,2,0,Negatif
3112,"bgus bgtt aku sukaa,jujur banyak iklany tpi bagussss,ilove capcut,BTW MNURUT AKH,BAGUSS BGTT5",5,0,Positif
3113,Tolong balas pesan ini.... banyak sekali orang lain membuat template berbahaya berisi tak senonoh dengan cara menutupi background agar tidak ketahuan ... video tidak ke detec (banned) .... Tolong banned semua orang yang menggunakan konten yang tak senonoh seharusnya template digunakan untuk editing video ( mempermudah) bukan untuk hal yg tidak pantas.... jika terus terusan seperti ini pengguna lain akan risih dan tidak nyaman menggunakan template,3,0,Netral
3114,saya sudah hapus semua hampir semua gameï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿,1,0,Negatif
3115,ga bisa diaplod ga ebanï¿½ï,5,0,Positif
3116,ngerugiin org mending gausah download ini apk...,1,0,Negatif
3117,"bagus sekali aplikasi nya mantappp,tapi usaha kan JJ nya yang keren keren yaï¿½ï¿½ï¿",5,3,Positif
3118,"saya sangat suka!,tapi biasanya kalo instal gandtï¿",5,0,Positif
3119,keren banget,5,1,Positif
3120,SAYA INGIN MENDOWLOAD APLIASI INI,5,0,Positif
3121,suka banget sama aplikasi nya,5,0,Positif
3122,c c apaaaaa capcut sungguh mempeeeee sonaaaaaaaaaa,5,0,Positif
3123,"gabisa di buka sama sekali, padahal memo belum penuh, jelek",1,-1,Negatif
3124,jujur bagus sih tapi sayang nyah banyak iklan jadi gak mod kalo ada iklan apa lagih iklan ju* tapi bagus kok aku kasih bintang duaa yaaa,2,-1,Negatif
3125,mantap kalii,5,1,Positif
