reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,id,content_clean,total_lex_score,label
dcf52563-31fa-469a-9ef6-0a6a7618b9be,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,seruuu bangett pakee apk inii simpel banget karena ada template nya,5,0,,4/22/2026 6:58,,,,1,seruuu bangett pakai aplikasi ini simpel banget karena ada template nya,1,Positif
ce8eb12b-3f0e-4614-89f4-caf23ccf60ca,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,hilangkan pro nya,1,0,,4/22/2026 6:52,,,,2,hilang pro nya,0,Negatif
44c928c1-c82f-41e4-bf83-4d7ae3bc3aea,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"lumayan bagus, cocok buat pemula karena banyak template yang bagus tapi grafik nya masih kurang",4,0,17.5.0,4/22/2026 6:48,,,17.5.0,3,lumayan bagus cocok buat mula karena banyak template yang bagus tapi grafik nya masih kurang,2,Positif
1ab7992a-ef3f-4b89-b252-41b4ec282dbd,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,capcut kikir bet sekarang apa apa harus berbayar,4,0,11.0.0,4/22/2026 6:47,,,11.0.0,4,capcut kikir banget sekarang apa apa harus bayar,-2,Positif
1cdc2fc5-8bd1-4ddf-917d-44e04495be1e,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,tiba tiba saya di beri tagihan pro padahal saya tidak berasa membeli dan di caocut saya juga akun biasa bukan akun pro jadi saya merasa rugi mendapatkan tagihan yang saya tidak ketahui dan hanya menghambur hamburkan uang.,1,0,17.5.0,4/22/2026 6:41,,,17.5.0,5,tiba tiba saya di beri tagih pro padahal saya tidak asa beli dan di caocut saya juga akun biasa bukan akun pro jadi saya rasa rugi dapat tagih yang saya tidak tahu dan hanya hambur hambur uang,-1,Negatif
8742e370-38be-4a5f-aa2f-1d8304cc56c1,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bagus mantap bs utk menuangkan inspirasi,5,0,17.5.0,4/22/2026 6:23,,,17.5.0,6,bagus mantap bs utk tuang inspirasi,2,Positif
969c49dc-122c-4d6d-88a9-7916ed697055,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bagussss,5,0,,4/22/2026 6:15,,,,7,bagussss,0,Positif
0fd06ea3-6abe-49bf-9871-70e949bc9dac,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,kok sekarang ada iklan nya sih,3,0,17.4.0,4/22/2026 5:57,,,17.4.0,8,kok sekarang ada iklan nya sih,-1,Negatif
63f58138-8eaa-42d0-8c52-b045da7f3241,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,tidak perlu ngedit tinggal pencet templet terus pilih gambar terus ekspor tapi maaf saya kasih ï¿½ï¿,4,0,,4/22/2026 5:44,,,,9,tidak perlu ngedit tinggal pencet templet kemudian pilih gambar kemudian ekspor tapi maaf saya kasih ï¿½ï¿½,0,Positif
a9a3b329-bef2-4597-aa42-7a42647857f5,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bagusss banget. cuma ya ada iklan nya sedikit ketika mengekspor,4,0,17.4.0,4/22/2026 5:35,,,17.4.0,10,bagus banget cuma ya ada iklan nya sedikit ketika ekspor,0,Positif
0c4df313-6d33-474e-ab56-01bf90cb6050,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,baguss,5,0,,4/22/2026 5:33,,,,11,bagus,1,Positif
ef60bf33-1098-450f-8175-97afe92b47df,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ngelek an ih gasuka,1,0,,4/22/2026 5:32,,,,12,lambat an ih gasuka,-1,Negatif
a66ef9e8-568d-49a1-a393-9ff306ceb1c9,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,menang di template doang yg lain kureng anjir,1,0,,4/22/2026 5:27,,,,13,menang di template doang yang lain kureng anjir,0,Negatif
0d20ac8b-2c3b-4102-a6f9-97e20708e2a1,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,apalah dikit dikit premium dikit dikit premium 1080p pun sampe premium apk apaan ini g guna jelekï¿½ï,1,0,,4/22/2026 5:20,,,,14,apa dikit dikit premium dikit dikit premium p pun sampe premium aplikasi apa ini g guna jelekï¿½ï¿½,-4,Negatif
0e9fb8a7-4e4b-450b-9077-2a77927a0c9f,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Capcut bukan sekedar tempat untuk mengedit foto dan video,capcut memberikan banyak manfaat bisa anak muda dan memberikan pekerjaan bagi para anak muda",5,0,17.5.0,4/22/2026 5:19,,,17.5.0,15,capcut bukan sekedar tempat untuk edit foto dan video capcut berik banyak manfaat bisa anak muda dan berik kerja bagi para anak muda,1,Positif
340be759-3694-412c-a40d-c686e0911ee4,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,seru banget,5,0,,4/22/2026 5:18,,,,16,seru banget,1,Positif
2d2b3103-aafe-493e-84de-3ee9bfc07bff,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,pas mau nyimpan video ga bisa harus bayarr anj!!,1,0,,4/22/2026 5:15,,,,17,pas mau nyimpan video tidak bisa harus bayarr anj,0,Negatif
ad46a1a6-cf25-41c3-a6e8-724af6b8b76e,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,karna banyak yang saya donlod di hp dan terus habis memori habis itu saya pergi bikin pakai capcut,5,0,17.5.0,4/22/2026 5:14,,,17.5.0,18,karena banyak yang saya unduh di hp dan kemudian habis memori habis itu saya pergi bikin pakai capcut,0,Positif
c9972628-7712-4fbd-a7f4-5cb72264fb6c,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,aplikasi ini baguss sekali jadi membuat aku mudah untuk mengedit,5,0,,4/22/2026 5:04,,,,19,aplikasi ini bagus sekal jadi buat aku mudah untuk edit,2,Positif
e83803e9-a1f4-4635-a91e-70000595c0e3,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bikin video sekali iklannya 5 kali wkwkwkwk best dah,1,0,17.4.0,4/22/2026 4:50,,,17.4.0,20,bikin video sekal iklan kali wkwkwkwk best dah,-1,Negatif
f3d1f909-60f3-44ef-b6b4-330f1eaf2f94,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,sangat bagus ayok medolot sekarang,5,0,,4/22/2026 4:48,,,,21,sangat bagus ayok medolot sekarang,1,Positif
afcaf34e-52e8-4ffb-bcc1-c2f1582b33cd,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"jujur capcut udah bagus si,cuma sekarang banyak iklan nyaa",4,0,,4/22/2026 4:39,,,,22,jujur capcut sudah bagus si cuma sekarang banyak iklan nyaa,0,Positif
a2756074-9897-4c07-a9de-ba2ad58257ed,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,banyak bugg,1,0,17.5.0,4/22/2026 4:36,,,17.5.0,23,banyak bugg,0,Negatif
f7b52bfa-04d0-4a85-a79d-4fdc7f10a2ab,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ok,5,0,,4/22/2026 4:17,,,,24,ok,1,Positif
19bf29f5-880b-45b0-ad3d-e630425855b4,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"sejujurnya capcut tuh bagus ,cuman tolong kurangin iklan jud*l dan video seks* ya",4,0,,4/22/2026 4:16,,,,25,jujur capcut tuh bagus cuman tolong kurangin iklan jud l dan video seks ya,0,Positif
fca1cc0d-e296-4942-9fd5-a7531b8d9627,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,sangat mendukung,5,0,17.5.0,4/22/2026 4:14,,,17.5.0,26,sangat dukung,0,Positif
d1493939-e2c5-4b73-82ae-9e77a932224c,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bagus,5,0,,4/22/2026 4:13,,,,27,bagus,1,Positif
d1d975ba-6aed-4cca-bf93-35cc22e43a6f,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bagus,5,0,,4/22/2026 3:58,,,,28,bagus,1,Positif
dd29ecc2-6340-4188-a5bb-071c38f3ef94,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,tidak bisa beroperasi,1,0,,4/22/2026 3:56,,,,29,tidak bisa operasi,0,Negatif
15b33cad-e2e8-44a5-8ff5-0f4baaf28cad,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bagus tapi MB nya turunkan,5,0,,4/22/2026 3:49,,,,30,bagus tapi mb nya turun,1,Positif
a3a4ac46-5e56-4080-a8df-7ee63f30148e,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,sumpah ini seru banget tp dia itu sukanya wkwkwkwkw,4,0,,4/22/2026 3:45,,,,31,sumpah ini seru banget tp dia itu suka wkwkwkwkw,1,Positif
2c006f35-4740-431f-bcd3-07e48ae77b6e,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ko sekarang mah bayar yah,2,0,17.5.0,4/22/2026 3:43,,,17.5.0,32,ko sekarang mah bayar yah,-1,Negatif
176dcc18-91b8-4870-b150-5f1827e23c3b,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"apk ngeselin harus pake kredit kaya iklannya, semoga saya jadi orang kaya biar bisa mbanting hape KLO iklannya muncul,",1,0,17.5.0,4/22/2026 3:40,,,17.5.0,33,aplikasi ngeselin harus pakai kredit kaya iklan moga saya jadi orang kaya biar bisa mbanting hape klo iklan muncul,-2,Negatif
ccf80e8b-0175-4b9b-9ef6-769c8d99cd9d,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Menarik,dan bagus,",4,0,,4/22/2026 3:35,,,,34,tarik dan bagus,1,Positif
e95cbb06-1aa1-4d20-9def-7f9b2e884efb,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,aplikasi nya bagus sesuai ekspektasi,5,0,,4/22/2026 3:28,,,,35,aplikasi nya bagus suai ekspektasi,1,Positif
755fe96c-d0d3-4beb-9860-90b3480aea3a,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"udah kikir jirr, mau beli bumi kek nyaï¿½ï",3,0,,4/22/2026 3:25,,,,36,sudah kikir jirr mau beli bumi kek nyaï¿½ï¿½,-1,Negatif
0248f7dd-ff75-4b11-b907-fe8d525aa4bf,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,harus banget berbayar ya dulu perasaan ga ada pemaksaan buat berbayar sekarang mau edit pun harus berbayar unistal aja deh nyari apk lain,1,0,17.5.0,4/22/2026 3:17,,,17.5.0,37,harus banget bayar ya dulu asa tidak ada pemaksaan buat bayar sekarang mau edit pun harus bayar unistal saja deh nyari aplikasi lain,-3,Negatif
668cc4b5-9d6f-4bd3-b280-56e38a3fddcd,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,udah instal di play store kok masih tidak aman piye to iki??,1,0,17.5.0,4/22/2026 2:54,,,17.5.0,38,sudah instal di play store kok masih tidak aman piye to iki,0,Negatif
c170d418-c04d-46dc-8156-3c256788fefc,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ini bagus tapi ngeselin mau di donlot malah gak bisa masuk ke aplikasi nya,3,0,,4/22/2026 2:54,,,,39,ini bagus tapi ngeselin mau di donlot malah tidak bisa masuk ke aplikasi nya,1,Positif
